epoch,acc,loss,mean_squared_error,val_acc,val_loss,val_mean_squared_error
23,0.804028656101,0.263191782411,0.0673392386874,0.805055742073,0.262754977703,0.0675426080465
24,0.803965965048,0.263167949025,0.0673331123352,0.803342476654,0.26267535162,0.0675021653295
25,0.804023937543,0.263174025424,0.0673358825326,0.802564668655,0.262664860964,0.0674875357747
26,0.803914965979,0.263173739306,0.0673347953121,0.802952932358,0.262722662735,0.067497301209
27,0.803988945738,0.263153735685,0.067330714492,0.803727043915,0.262623848534,0.0674906453252
28,0.803953911304,0.263147846699,0.0673277231137,0.803650383663,0.26269239254,0.0675143363237
29,0.803916816966,0.263140612857,0.0673268808722,0.803727043915,0.262674292564,0.0675126832366
30,0.803966730658,0.263132371553,0.0673252674421,0.803727043915,0.262640974951,0.0674960578203
31,0.803946344217,0.263125694243,0.0673249307752,0.803727043915,0.262655387878,0.0675017691851
32,0.803937883472,0.263119985469,0.0673229555766,0.804388904762,0.262710711193,0.0675244451284
33,0.803928337765,0.263111879412,0.0673198140144,0.804723215103,0.262763811398,0.0675537066817
34,0.803922833157,0.263089667034,0.0673150464296,0.800757399559,0.262625361443,0.067480731833
35,0.80380990626,0.263073230569,0.0673106592735,0.80339068718,0.262617100334,0.0674935307026
36,0.803874149545,0.263077146157,0.067312362512,0.803727043915,0.262986299992,0.0675833827615
37,0.803922852707,0.263085216427,0.0673152815421,0.803337501144,0.262606913853,0.0674795103908
38,0.803913181178,0.263067845154,0.0673123404582,0.801863391876,0.262562217474,0.0674729138613
39,0.803924958007,0.263059930658,0.0673087269942,0.80339068718,0.262611187887,0.0674878423214
40,0.803932080523,0.263064896981,0.0673090308746,0.80301938715,0.262593688679,0.0674820564508
41,0.803863945516,0.263047925901,0.0673055466215,0.797273851585,0.262621965361,0.0674888136029
42,0.803795726395,0.263055064535,0.0673079665542,0.803727043915,0.262626277685,0.0674953303099
43,0.803921194013,0.263041223192,0.0673053417007,0.802199741745,0.262662207127,0.0675008000851
44,0.80393943526,0.263043474293,0.0673048483809,0.802252934647,0.262601148319,0.0674901374102
45,0.80384759709,0.263036059777,0.0673041631897,0.802228316498,0.262606518555,0.0674857269526
46,0.80385833203,0.263023380661,0.0672988273382,0.803001148224,0.262653964615,0.0674877827406
47,0.803857461961,0.263034633319,0.0673014668345,0.800384824657,0.26258852191,0.0674658532739
48,0.803930059719,0.263040157413,0.0673044823766,0.802616582489,0.262611095715,0.067492713654
49,0.803924447695,0.263025369231,0.0672988456686,0.800756122398,0.262569031715,0.0674716174603
50,0.803778124301,0.263018010871,0.067298132956,0.804076019192,0.262636871147,0.0675049255013
51,0.803887074661,0.263026663637,0.0673002592842,0.80339068718,0.262589366102,0.0674802749157
52,0.80391883653,0.263025644286,0.0673000223398,0.801128698826,0.262784514141,0.0674943551302
53,0.803861011823,0.263004229339,0.0672954924782,0.802656635952,0.2626446208,0.0675011731863
54,0.803820599842,0.263012929201,0.0672968113939,0.80263622818,0.262571205711,0.0674726492524
55,0.803845619742,0.263006133636,0.0672971121748,0.804388904762,0.262716237354,0.0675343975544
56,0.803914116255,0.263007538875,0.0672965145389,0.802291704464,0.262582613277,0.0674790988803
57,0.803780866845,0.263011824306,0.0672968102137,0.80339068718,0.262660684967,0.0675067435145
58,0.803801509476,0.26299289244,0.0672930097818,0.80110191412,0.262533910513,0.0674648982525
59,0.803801170095,0.262991794729,0.0672916900396,0.801473213387,0.262553189373,0.0674717626333
60,0.803890242227,0.262995888678,0.0672934230884,0.802247957611,0.262601238346,0.067492389667
61,0.803742517344,0.262997341506,0.0672928373416,0.800426405621,0.262617751265,0.0674746897936
62,0.803770174281,0.262996773052,0.0672917650342,0.802338263226,0.262560408783,0.067468586719
63,0.803842069435,0.262993045251,0.0672915525198,0.802246045876,0.262615866232,0.0674677768469
64,0.803824616496,0.262992449665,0.0672938038111,0.801513263798,0.262561804676,0.067471272707
65,0.803788497925,0.262999799188,0.0672929609696,0.803001148224,0.262634370708,0.0674973526478
66,0.80375795126,0.262986822144,0.0672913661679,0.80302576561,0.262710979271,0.0675020432591
67,0.80384036986,0.263000463994,0.0672936553717,0.800756122398,0.262563773537,0.0674719005585
68,0.803790688038,0.262978785547,0.0672893203934,0.802291704464,0.262596003389,0.0674898934126
69,0.803803252824,0.262970269982,0.0672866133849,0.802246045876,0.262595246887,0.0674749693394
70,0.803843792121,0.262980034701,0.0672897325953,0.802246045876,0.262593028355,0.0674877622724
71,0.80377068313,0.262975207694,0.0672884340008,0.802610967445,0.262526899624,0.0674653585672
72,0.803747534943,0.262964880085,0.0672858392199,0.801920409012,0.262542616367,0.0674635767698
73,0.80381288236,0.262978782765,0.0672905631344,0.800757399559,0.262545446968,0.0674740833044
74,0.803762776375,0.262968528477,0.0672879350305,0.80263622818,0.262568721962,0.0674809130549
75,0.80384194355,0.26296961937,0.0672870232304,0.80263622818,0.262564329338,0.0674815520287
76,0.803795238431,0.262962041394,0.0672853945772,0.803001148224,0.262599134541,0.0674790288568
77,0.803805994542,0.262962102429,0.0672868979534,0.80263622818,0.262565829372,0.0674832908869
78,0.803811861229,0.262961853186,0.0672844703754,0.800349875927,0.262556477213,0.0674658229589
79,0.803767983627,0.262956347418,0.0672844038049,0.801863391876,0.262580973721,0.0674890920997
80,0.803774873002,0.262957259782,0.0672842643062,0.803739671612,0.262692687416,0.0675157785535
81,0.803804827086,0.262967385769,0.0672868581732,0.800399364853,0.262540032578,0.0674655684829
82,0.803786225192,0.262965482299,0.0672867190758,0.801128698826,0.262535151482,0.0674635573506
83,0.803739838886,0.26296410478,0.0672859205047,0.803739671612,0.262658526325,0.0675115342498
84,0.80379007171,0.262964462884,0.0672858739456,0.801141963005,0.262535001612,0.0674644144535
85,0.803818665759,0.262970596202,0.0672880599221,0.80263622818,0.262561313725,0.0674832015276
86,0.803757737668,0.262949232976,0.0672825097799,0.80263622818,0.26258118639,0.0674829564452
87,0.80380873944,0.262950550604,0.0672823671699,0.80263622818,0.262646797276,0.0674820944667
88,0.803761627293,0.26295907712,0.06728309563,0.80263622818,0.262585596609,0.0674903384089
89,0.803849234104,0.262954593452,0.0672835651914,0.80263622818,0.262750101137,0.067538955617
90,0.803845301501,0.262961050542,0.0672868249496,0.801113904953,0.262571458769,0.0674614914894
91,0.803789943918,0.262960181268,0.0672844462792,0.80263622818,0.262657387829,0.0675143210649
92,0.803888478088,0.262957037179,0.0672839924574,0.80263622818,0.262578002167,0.0674888907075
93,0.803825872326,0.262944082181,0.0672811638912,0.802264923573,0.262615840054,0.0674830283523
94,0.803799829324,0.262947298002,0.06728299553,0.800384824657,0.262537340021,0.0674654400945
95,0.803793389066,0.26296204594,0.0672862515688,0.80263622818,0.262631436157,0.0675058597684
96,0.803873448054,0.262945612653,0.0672814197739,0.801128698826,0.262737746382,0.0674879215837
97,0.803780463123,0.26295095048,0.0672825042486,0.803001148224,0.262581633615,0.0674882400751
98,0.803848363431,0.262931309175,0.0672776418487,0.801473213387,0.262581999111,0.0674850517273
99,0.803801719856,0.262932529306,0.0672783486923,0.80263622818,0.262561228561,0.0674759704947
100,0.803821406587,0.262946051645,0.0672812482158,0.80263622818,0.262601635551,0.0674775514126
101,0.803863478915,0.262950312376,0.0672832585176,0.802291704464,0.262546779156,0.0674675870538
102,0.80383112119,0.262935462205,0.0672801407655,0.80263622818,0.262610250998,0.0674952828884
103,0.803826552232,0.2629326406,0.0672795044462,0.80263622818,0.26258573947,0.0674734485507
104,0.803869025866,0.2629389359,0.0672795525471,0.801473213387,0.262546637392,0.067473796773
105,0.803753720252,0.262931180143,0.0672792987267,0.80263622818,0.262671901178,0.067519319427
106,0.803902826246,0.262937436152,0.0672812143405,0.80263622818,0.262567768288,0.0674806241989
107,0.8038740441,0.262940016953,0.0672811377684,0.799292091465,0.262555047512,0.0674745685697
108,0.80376418101,0.262939572223,0.0672814555724,0.801528954887,0.262631912899,0.0674779108644
109,0.803803741709,0.262938420598,0.0672788262924,0.80263622818,0.262574144554,0.0674859642744
110,0.803871320184,0.262931369305,0.0672777737856,0.802247957611,0.262612038231,0.0675030587196
111,0.803847109063,0.262932382154,0.0672797023495,0.80263622818,0.262546174717,0.0674745200992
112,0.803882717737,0.262932656209,0.0672795388579,0.80263622818,0.262580661917,0.0674869142413
113,0.803829548899,0.26292811257,0.0672776681225,0.80263622818,0.262567569351,0.0674884285569
114,0.803877508577,0.262939484549,0.0672812010725,0.802985203457,0.262577322674,0.0674864985704
115,0.8038501489,0.262926818498,0.0672777191798,0.802291704464,0.26257754879,0.0674827049494
116,0.803860481485,0.26293146472,0.0672789577842,0.80263622818,0.262566901779,0.0674835707307
117,0.803826423518,0.262931280979,0.0672788465778,0.802246045876,0.262571101379,0.0674765819192
118,0.803816603279,0.262933358065,0.0672794920842,0.801513263798,0.262538300133,0.0674655915499
119,0.803814285914,0.262931216685,0.0672798649828,0.80263622818,0.26272958889,0.0674975239754
120,0.803899234613,0.262934044822,0.0672806060115,0.80263622818,0.262645923519,0.06750731287
121,0.803876637808,0.262922030767,0.0672769431829,0.801473213387,0.262739550543,0.0675279733896
122,0.803835480595,0.262917970387,0.0672750138799,0.802246045876,0.262586816788,0.0674763602734
123,0.803860586548,0.262924851656,0.0672778196613,0.803739671612,0.262596029997,0.0674964107156
124,0.803854549789,0.262938069995,0.067279904592,0.803709056473,0.26269832859,0.0675025601864
125,0.803916816743,0.26293120993,0.0672789597909,0.802985203457,0.262643288565,0.0675176607609
126,0.803836714204,0.262927668699,0.0672779866934,0.80263622818,0.26258942976,0.0674912907839
127,0.803844408449,0.262923019902,0.0672763777097,0.80335012579,0.262582091713,0.067495854342
128,0.803937584178,0.262920675898,0.0672772986571,0.80263622818,0.262626837158,0.0675071534872
129,0.803849044545,0.262927464581,0.0672770934542,0.80263622818,0.262536458397,0.067473889327
130,0.803893558979,0.262930699221,0.0672790732543,0.80263622818,0.262508225155,0.0674648992777
131,0.803840837288,0.262920404832,0.0672746386965,0.802985203457,0.26259159441,0.0674919717312
132,0.803906781737,0.262930311902,0.0672792898734,0.80263622818,0.262599856949,0.0674991255283
133,0.803910291036,0.262925234826,0.0672778101047,0.80263622818,0.262549070263,0.0674808996916
134,0.803888094711,0.26292310009,0.0672761574467,0.80263622818,0.262692831659,0.0674938537002
135,0.803930802949,0.262927259461,0.0672783215205,0.80263622818,0.262557851505,0.0674777084947
136,0.80388905255,0.262915743272,0.0672747173826,0.80263622818,0.262719970751,0.0675008066773
137,0.803852530066,0.262923279953,0.0672765146216,0.80302576561,0.262620285606,0.0675070331335
138,0.80393543822,0.262922754129,0.0672764995058,0.80263622818,0.262553308439,0.067484211266
139,0.803954718685,0.262926686319,0.067277439487,0.80263622818,0.262590084124,0.0674936548948
140,0.803918792343,0.2629170602,0.0672757188241,0.80263622818,0.262665170002,0.0674863695502
141,0.803958142598,0.262922107522,0.0672767036478,0.80263622818,0.262532839966,0.0674668604016
142,0.803876572545,0.262925288598,0.0672767776847,0.804723215103,0.262638890266,0.0675147603512
143,0.803915795326,0.262914854622,0.0672747864803,0.80263622818,0.262603325939,0.0674997810602
144,0.803886821111,0.262915807263,0.0672745607058,0.80263622818,0.262594735718,0.0674921218038
145,0.803919960817,0.262927277676,0.0672777644316,0.80335012579,0.262616541958,0.0674963842988
146,0.803922980913,0.262916666778,0.0672752446572,0.80263622818,0.262668777561,0.0675181885123
147,0.803917071184,0.262919104369,0.0672762217879,0.802247957611,0.262565934324,0.0674694343925
148,0.803988839372,0.262926594241,0.0672773153742,0.802246045876,0.262544906139,0.0674664368629
149,0.80392291619,0.262914374797,0.0672761427045,0.800756122398,0.262548647642,0.0674739177585
