epoch,acc,loss,mean_squared_error,val_acc,val_loss,val_mean_squared_error
0,0.799120812925,0.316848836438,0.0809527497689,0.807242478371,0.265861879969,0.0682399871588
1,0.807711671034,0.268490622775,0.0683831311822,0.805789920139,0.264438960552,0.067910690105
2,0.806897150898,0.266090510861,0.067931496942,0.805882015324,0.263723410749,0.0677210532665
3,0.806045132542,0.265051704963,0.0677237881104,0.805882015324,0.263615935421,0.0677045076489
4,0.80536904707,0.264528575563,0.0676113274296,0.805258034897,0.263418489265,0.0676353451848
5,0.804965092977,0.264216938464,0.0675483147065,0.804925507927,0.263182743883,0.0676098346829
6,0.804699000422,0.264000184155,0.0675078376532,0.804620407009,0.263115274811,0.0675902391315
7,0.804543920008,0.263850834258,0.0674754175027,0.803668620396,0.26303657074,0.0675599081993
8,0.804379145304,0.263742593352,0.0674571243922,0.804620407009,0.262973257113,0.0675603527904
9,0.80436177667,0.263633471092,0.0674359636029,0.806006126499,0.262991267538,0.0676036806703
10,0.804254571215,0.263581377872,0.0674246125579,0.805673213863,0.262921269083,0.0675739462495
11,0.804245430311,0.263525802167,0.0674124592106,0.803668620396,0.262833567762,0.0675310147047
12,0.804201254781,0.263464520582,0.0674000909328,0.803668620396,0.262862134075,0.0675578651667
13,0.804167750804,0.263422871319,0.0673909945528,0.806006126499,0.26288890276,0.0675738901615
14,0.804234097258,0.263402519639,0.0673845835527,0.803271298122,0.262802005529,0.0675174547672
15,0.804152489026,0.263357305527,0.0673777974566,0.804039921951,0.26282075696,0.0675288380504
16,0.804235926501,0.263321253618,0.0673692948421,0.80297117281,0.262687286377,0.0674920328259
17,0.804250977961,0.263305489143,0.0673643708905,0.804723215103,0.262822754955,0.0675440889597
18,0.804166794237,0.263273709377,0.0673586906989,0.80297117281,0.262719104481,0.0675070161819
19,0.804087096151,0.263249871969,0.0673538454215,0.804721811295,0.262834479475,0.0675557410121
20,0.804159863154,0.263230503956,0.0673482676824,0.802193366337,0.262671820879,0.0674889602542
21,0.80406377573,0.263244876226,0.0673523665468,0.803355742359,0.262659394741,0.0675024473906
22,0.804084820747,0.263220555417,0.06734560618,0.802581632328,0.262653290606,0.0674890079737
